2604001	O Rio Grande do Sul é um estado brasileiro que fica no sul.	2604000	Rio Grande do Sul ha'e tetãvore Pindorama pegua oĩva ñemby gotyo.
2604002	Taro, você poderia me ajudar?	2604007	Taro, ikatumi piko nde chepytyvõ?
2604003	Rio Grande do Sul é um estado brasileiro que fica em direção sul.	2604000	Rio Grande do Sul ha'e tetãvore Pindorama pegua oĩva ñemby gotyo.
1381839	De acordo!	2604043	Oĩ porã!
2610712	Era bela como uma flor campestre.	2610710	Ha'e yvoty ñúicha iporã kuri.
2610720	"Ela não tem culpa, a sua filha não é culpada!"	2610718	"Ha'e naiñangaipái, naiñangaipáiko nde rajy!"
2610737	Eu sou isso.	2610733	Upévako che.
2610741	Você é isso.	2610739	Upévako nde.
2610781	Minha cidade Assunção, cuja fama vai longe...	2610775	Che táva Paraguay, mombyrýgui herakuãva...
2610787	O seu feitiço por acaso é verdadeiro?	2610786	Nde paje piko añete?
2610849	O aroma das flores inundava nosso lar.	2610845	Yvoty ryakuã ojaho'ipami ñande rogami.
2610872	Uma noite, que não tem fim.	2610869	Pyhare, ku ijapyra'ỹva.
2610884	A geada brilha sobre o milharal.	2610881	Ro'yrypy'a overa avatitýre.
2610887	O sol se escondeu.	2610886	Kuarahy okañy.
2612834	Não haverá misericórdia!	2610889	Ndoiko mo'ãi pohiahuvereko!
2934085	Aquela bela fonte cristalina à qual demos o nome de "Chorão".	2610835	Ku ykua satĩ porãite "Sangy" pako ñambohéra.
4216281	Todo indivíduo tem direito à vida, à liberdade e à segurança pessoal.	2240159	Mayma tapicha oguereko derecho oikovévo, piporúvo ilibertad ha ojerrespetávo ipersona.
5308182	As tartarugas não têm dentes.	5827152	Karumbekuéra ndorekói tãinguéra.
5560190	Que bela vista!	2601453	Jehecha porãite!
6371688	Já vamos?	3783163	Jaháma piko?
6371690	Nós já vamos?	3783163	Jaháma piko?
6371693	Aqui está o vídeo que eles veem.	2222653	Ko'a ha'e vidéo ohechaha ha'ekuéra.
6371695	Aqui está o vídeo que eles assistem.	2222653	Ko'a ha'e vidéo ohechaha ha'ekuéra.
405173	Faça alguma coisa!	3783186	Ejapóna peteĩ mba'e!
6371706	Não estou com vontade de estudar.	3783259	Nañemoaranduséi.
6371707	Não tenho vontade de estudar.	3783259	Nañemoaranduséi.
6371738	Mananciais e alegrias encontramos por todo lugar.	2610808	Ykua yvu ha vy'a jahahápe jajuhu.
4216281	Todo indivíduo tem direito à vida, à liberdade e à segurança pessoal.	6477293	Mayma tapicha oguereko tekoiterape jeikovépe, tekosãsópe ha hekove ñeporangarekópe.
1470054	Dancemos.	6477294	Jajerokýke.
1488558	Vamos dançar.	6477295	Jaha jajeroky.
2108377	Nós dançaremos.	6477296	Ñande jajerokýta.
2108377	Nós dançaremos.	6477297	Ore rojerokýta.
1001117	"Você não me proíbe de nada", repliquei.	6483248	"Nde nderembotovéi mba'eve che rehe", ambohováikuri.
375145	Eu te amo.	6691509	Rohayhu.
1198157	Eu te amo!	6691511	Rohayhu!
1017779	Não tenho ideia de como fazer rodar um disco de vinil.	6727541	Ndaikuaái mba'éichapa oñembojere peteĩ vinílo apu'a.
3600029	Cantaste.	6811251	Repurahéikuri.
6330685	Você conhece o Duolingo?	6811308	Reikuaápa Duolingo?
5310234	Agora, foi transferido para uma unidade especial, distante da cela luxuosa da prisão de Tacumbú, onde ele estava perto de Assunção, a capital do país.	6811322	Ko'ãga hína, ojegueraha chupe peteĩ tekoha tenonderãme, mombyry hína upe koty'i ñemboty kate Takumbu ka'irãime pegua, oimékuri Paraguay hi'aguĩ, tetã itavusu.
6969491	Eu nasci neste hospital.	6969490	Eu nasci neste hospital.
7001759	Não há sabão.	6811415	Ndaipóri havõ.
2973847	Quantos alunos há na escola?	7032564	Mboy temimbo'e oĩ mbo'ehaópe?
2962710	Tom não liga muito para a alimentação.	7032567	Ñemongaru ndaha'éi mba'eguasu Tom-pe guarã.
5228859	Tom gosta de chá com canela.	7039751	Tom-pe iporã tykuary yvyrapetái reheve.
2179338	Eu não desejava morrer.	7039803	Che namanoséikuri.
6958305	Você sabe quem fez isso, não sabe?	7039813	Reikuaa mávapa ojapo kóva, ajépa?
369537	Te amo.	6691509	Rohayhu.
2365651	Te amo!	6691511	Rohayhu!
4456287	Eu te amo também.	7039786	Rohayhu avei.
920603	Eu também te amo.	7039786	Rohayhu avei.
5276565	França, eu te amo!	7039787	Hyãsia, rohayhu!
404788	Olá!	2601015	Maitei!
477137	Sim.	2601016	Héẽ.
1708619	Isto é um cachorro.	1925084	Kóva jagua.
1189981	Este é um cachorro.	1925084	Kóva jagua.
4769866	Bom cachorro!	6483300	Jagua porã!
945722	O cachorro é branco.	7032761	Jagua imorotĩ.
3070828	O cão é branco.	7032761	Jagua imorotĩ.
5262725	Nós temos um cachorro.	6829084	Roreko peteĩ jagua.
5262725	Nós temos um cachorro.	6829082	Jareko peteĩ jagua.
880718	Meu cachorro é branco.	7032757	Che jagua imorotĩ.
1236314	Este cachorro é branco.	7032767	Ko jagua imorotĩ.
4585372	Os cães estão latindo.	7107805	Jaguakuéra oñarõ hína.
331975	Não sei.	2225268	Ndaikuaái.
1201966	Quem é ela?	2613130	Mávapa ha'e?
405098	Quem é?	2613130	Mávapa ha'e?
1571698	Estou gordo.	1892587	Che kyra.
1571699	Sou gordo.	1892587	Che kyra.
2500683	Eu sou gorda.	1892587	Che kyra.
2500685	Eu estou gorda.	1892587	Che kyra.
8238176	Estou gorda.	1892587	Che kyra.
2594967	Eu estou gordo.	1892587	Che kyra.
2225252	Os terroristas atacaram uma mesquita.	2225250	Terroristakuéra oataka islãtupã'o.
4443095	Tom não é judeu.	7032609	Tom ndaha'éi Hudío.
6780952	O Tom não é judeu.	7032609	Tom ndaha'éi Hudío.
3800581	Os cachorros são fiéis.	7107806	Jaguakuéra ijeroviaha hína.
2149200	Nós estamos comendo maçãs.	7039758	Ja'u hína guavirana'a.
4259055	Tom adorava bananas.	7107756	Tom ohayhu pakovakuéra.
882267	"Tatoeba" em japonês significa "por exemplo".	8584021	"Tatoeba" Hapõñe'ẽme he'ise "techapyrãme".
6781422	Eles vão fazer isso.	8584027	Ha'ekuéra ojapóta upéva.
6781422	Eles vão fazer isso.	8584028	Ojapóta hikuái upéva.
1107328	Os gatos pretos trazem má sorte.	8584035	Mbarakaja hũ ogueru po'a vai.
6761228	Tom está trabalhando em outro romance.	8584038	Tom omba'apo hína peteĩ tembiasagua'u ambuévare.
1091195	Eu lembro que me senti tão bem naquela época.	8584054	Chemandu'a añeñandu porãite upe aja.
8307569	Aprendemos a voar como os pássaros e a nadar como os peixes, mas nos esquecemos de como viver como homens.	8585021	Javevekuaáma umi guyráicha ha jaytakuaáma umi piráicha, hákatu ñanderesaráima jaiko yvypóraicha.
5376016	Tom achou feio o relógio que Maria lhe deu.	8585022	Tom-pe ivai pe aravo rechaukaha Maria ome'ẽ chupe.
2738484	O meu sonho é viver uma vida tranquila no campo.	8585038	Che rembipota hína aiko py'aguapy rekópe kampañahápe.
2738484	O meu sonho é viver uma vida tranquila no campo.	8585041	Che rembipota hína aiko py'aguapy rekópe kampáñape.
3799083	Este mundo, teatro tanto do orgulho quanto do erro, está cheio de infelizes falando de felicidade.	8585051	Ko yvóra, ñemomba'eguasu ha jejavy avei ñoha'ãnga, henyhẽ hína umi ovy'a'ỹvagui oñe'ẽkuaánte vy'apavẽre.
405302	Eu o vi correndo.	8585058	Che ahechákuri chupe oñanívo.
5131351	Os moradores celebravam o festival de vinho.	8585078	Tavayguakuéra omboarete kaguy arete.
5675882	Eu ainda não vi.	8585083	Ne'ĩrã ahecha.
1656869	Escreve o teu nome.	8585088	Ehai nde réra.
5223532	A águia voou em direção à serpente.	8585091	Taguato ovevékuri mbói gotyo.
1484069	Estou a comer fruta.	8585098	Ha'u hína yva.
958659	O gato bebe leite.	8585099	Mbarakaja ho'u kamby.
5496041	Tom adora cantar no chuveiro.	8585104	Tom ohayhu opurahéi jahuhápe.
6785404	Estas canetas são do Tom.	8585109	Ã haiha Tom mba'e.
2662132	Suas palavras destilam amor e sinceridade.	8585120	Iñe'ẽnguéra omondyky mborayhu ha teko añete.
375147	Eu amo lasanha.	8585195	Che ahayhu lasáña.
4800491	As crianças começaram a chorar.	8585205	Mitãnguéra oñepyrũ hasẽ.
6984007	Você se parece com o Tom.	8585212	Nde rejogua Tom-pe.
8079568	Falas com o teu cachorro?	8585229	Reñemongeta nde jagua ndive?
1571843	Meu Deus, meu Deus, por que me abandonastes?	8585243	Tupã che Jára, Tupã che Jára, mba'ére piko che reja cheño?
8069331	Vou deixar uma chave para você em cima da mesa.	8585245	Ahejáta ndéve peteĩ ndavoka mesa ári.
6793993	Tom protegeu sua esposa.	8615129	Tom oñuvã hembirekóre.
6793993	Tom protegeu sua esposa.	8615130	Tom oñangareko hembirekóre.
1392864	Vou preparar um chimarrão.	8887247	Che ajapóta ka'ay.
1392859	"Vamos tomar um chimarrão?" "Vamos."	8887249	"Ja'úpy ka'ay?" "Ja'úpy."
1392862	Estamos tomando chimarrão na praia.	8887252	Ñande jaka'ay'u hína yrembe'ýpe.
1392863	Vem tomar um chimarrão comigo.	8887253	Ejumi jaka'ay'u che ndive.
1392853	Ele queimou a língua enquanto tomava chimarrão.	8887254	Ha'e ikũ hapy oka'ay'úvo.
7366761	Estou farto de comer goiabada.	8899322	Cheryguatã ha'u araságui.
8899323	A traíra é um peixe de dorso negro.	8899324	Tare'ýi ha'e peteĩ pira ijatukupe hũ.
3856420	Estou apenas me aquecendo.	8901354	Che añembyakúnte.
5957306	Está esperando o que?	8910021	Mba'épa reha'ãrõ?
4460048	Elas estão bem.	8910120	Oime porã hikuái.
6960468	Você está equivocada.	8925829	Nde rejavy hína.
8955129	Esses são os companheiros dele.	8955124	Umíva iñirũnguéra.
8955130	Esses são os companheiros dela.	8955124	Umíva iñirũnguéra.
8955133	As crianças juntam lenha.	8955132	Mitã'ikuéra omono'õ jepe'a.
8955143	Não sigam o pai de vocês!	8955139	Ani peho pende ru rapykuéri!
8955149	Tenho de usar o carro do meu pai.	8955147	Che aiporu va'erã che ru mba'yrujere.
8955158	Vocês estão no pátio?	8955152	Peẽ peĩ peína korapýpe?
8955165	A minha tia limpa o pátio da escola.	8955160	Che sy'y omopotĩ pe mbo'ehao korapy.
8955182	Todas as crianças irão para a escola.	8955175	Maymáva mitã ohóta mbo'ehaópe.
8955228	Bêbados e crianças não mentem.	8955227	Oka'úva ha mitã ndaijapúi.
8964073	Os dias passam muito devagar.	8964071	Arakuéra ohasa mbeguekatueterei.
8964075	Todos precisamos de amor.	8964074	Opavave ñaikotevẽ mborayhu.
8964083	Eu não sou para você.	8964080	Che ndaha'éi ndéveguarã.
8964089	Obrigado por ter estado aqui.	8964086	Aguyje reime haguére ko'ápe.
8964090	Obrigada por ter estado aqui.	8964086	Aguyje reime haguére ko'ápe.
8964102	Posso, meu amor, dar-te beijinhos mesmo nos meus sonhos?	8964097	Ikatúiko, che mborayhu, rohetũimi che kérape jepe?
8964104	Eu quero acordar com você.	8964103	Che cheko'ẽsete nendive.
8964112	Você quer que eu bata palmas para você?	8964110	Reipota ajepopete ndéve piko?
8964117	Se de repente você se lembrar de mim, gostaria que soubesse que continuo esperando você aqui.	8964115	Sapy'arei nemandu'arõ cherehe, aipotaite reikuaa che ko'ápe roha'arõitiha.
8964128	Sonhos devem ser maiores que o medo.	8964122	Kerayvotykuéra tuichaveva'erã kyhyjégui.
8964133	Eu só quero estar ao seu lado.	8964131	Aimeseténte nde ykére.
8964149	Se alguém mais pôde fazer, eu também vou poder, se ninguém pôde, então eu serei o primeiro.	8964142	Ambue ikatúrõ ojapo che aikatúta avei ha ambue ndaikatúirõ che raẽvéta upéicharõ.
8964174	Não sejam como eles.	8964167	Aníke peẽ ha'ekuéraicha hína.
8964175	Não sejam como elas.	8964167	Aníke peẽ ha'ekuéraicha hína.
8964181	Não seja como eles.	8964179	Aníke nde ha'ekuéraicha hína.
8964182	Não seja como elas.	8964179	Aníke nde ha'ekuéraicha hína.
8964192	Eu tropecei novamente na mesma pedra.	8964188	Añepysangajey peteĩete itáre.
8964204	Em vez de dizer uma estupidez, melhor fique quieto.	8964199	Vyrorei ere rangue, ekirirĩporãnte.
8964217	Quando eu for para o Paraguai ficarei em Assunção.	8964211	Aha vove Paraguáipe apytáta Paraguaýpe.
8964230	Quem é você quando ninguém está vendo?	8964223	Mávapa nde avãve nanderechái jave?
8964245	O amor não desaparece apesar da distância.	8964236	Mborayhu ndoguéi mombyry oñeiméramo jepe.
5598427	É venenosa?	8964303	Oporombohasy piko?
6562116	Sami tomou veneno.	8964312	Sami ho'úkuri popĩa.
7066821	Há plantas venenosas.	8964313	Oĩ ka'a oporombohasýva.
4730330	Ele comeu cogumelos venenosos.	8964330	Ho'úkuri urupe oporombohasýva.
8965990	Sobre a guerra e a morte.	8965988	Ñorairõ ha mano rehegua.
8966007	A paz que se encontra na terra ainda não trilhada.	8966005	Py'aguapy ojejuhúva yvy oñepyrũ'ỹhápe.
8966013	Não respeita a propriedade privada.	8966011	Nomomba'eguasúi mba'erekopy ijárava.
8966018	A guerra trouxe consigo a desilusão.	8966016	Ñorairõ ogueru ondive pe jeroviave'ỹ.
8966021	Esta guerra é cruel, violenta e sem misericórdia.	8966020	Ko ñorairõ iñarõ, heko'aña ha iporiahuvereko'ỹ.
8970328	Em primeiro lugar, isso tem uma importância histórica.	8970326	Tenondete kóva tuicha mba'e hekoasakuére.
8970354	No poderia ser possível que a pessoa, de repente, se tornasse tão cruel.	8970347	Ndaikatúi va'erã mo'ã niko pe máva peichaháguinte iñañaiterei sapy'a.
8970384	Para preservar a vida, tens de preparar-te para morrer.	8970381	Hekoare hag̃ua tekove, reñembosako'i va'erã remano hag̃ua.
8970396	Para preservar a paz, tens de preparar-te para a guerra.	8970395	Hekoare hag̃ua py'aguapy, rembosako'i va'erã ñorairõ.
2149245	O Tom não quer comer.	8972542	Tom ndo'uséi.
9020747	Se não tem amor, eu não quero ficar.	9020745	Ndaipórirõ mborayhu, ndapytaséi.
8057260	O que vocês fazem?	9020748	Mba'e pejapo?
9020753	Eu não vou te dizer enquanto eu estiver bravo.	9020750	Che nda'emo'ãi ndéve che pochy jave.
9020754	Eu não vou te dizer enquanto eu estiver brava.	9020750	Che nda'emo'ãi ndéve che pochy jave.
9020756	Logo você vai saber.	9020755	Reikuaátavoi.
9020767	Se esta cama falasse, o que ela diria?	9020762	Oñe'ẽrõ ko tupa, mba'épa he'íne?
9020768	Se a tua casa falasse, o que ela diria?	9020761	Oñe'ẽrõ nde róga, mba'épa he'íne?
9020769	Se a tua cama falasse, o que ela diria?	9020760	Oñe'ẽrõ nde rupa, mba'épa he'íne?
9020771	Sinto o cheiro do café da manhã na cozinha.	9020770	Ahetũ rambosa ryakuã kosináme.
9020779	Eu me lembrei de que moro sozinho.	9020775	Chemandu'a che año aikoha.
9020780	Eu me lembrei de que moro sozinha.	9020775	Chemandu'a che año aikoha.
9020784	Eu me assustei bastante.	9020782	Tuichaiterei añemondýi.
9020788	Que tua alma descanse em paz.	9020787	Topytu'úke py'aguapýpe ne ánga.
9020790	Em teus olhos, eu encontro um pedaço do paraíso.	9020789	Atopa nde resápe yvy marane'ỹ pehẽngue.
9020794	Não me queime.	9020792	Ani cherapy.
9020797	A fumaça está em toda parte.	9020795	Tatatĩ opárupi oĩ.
9020816	Quando eu vou voltar a te ver?	9020814	Araka'épa rohechajeýta?
9020820	As crianças não devem trabalhar.	9020818	Mitãnguéra nomba'apói va'erã.
9020822	Cuide do que te faz feliz.	9020821	Eñangareko nembovy'ávare.
9020824	Vamos beber, por favor!	9020823	Ja'umína!
9020835	Lave as mãos!	9020833	Ejepohéi!
9020838	Lave as mãos, por favor!	9020836	Ejepohéina!
1236626	Lave as mãos.	9020839	Ejepohéi.
3757140	Lavem as mãos.	9020841	Pejepohéi.
9020844	Lavem as mãos, por favor!	9020842	Pejepohéina!
9020846	Vamos falar, por favor!	9020845	Ñañe'ẽmína!
9020852	Temos muitas coisas para celebrar e dar valor.	9020850	Heta mba'e jaguereko jaguerovy'a ha ñamomba'eguasu hag̃ua.
9020854	Se você está doente, deve ir ao hospital.	9020853	Nderasýva ramo, reho arã tasyópe.
9020858	Só fique bem calado.	9020856	Ekirirĩporãnte.
9020860	Se não for assim, eu não vou.	9020859	Ndaha'éirõ upéicha, ndahamo'ãi.
9020865	Deixa-me bem orgulhoso.	9020862	Chemboaguaraiterei.
9020866	Deixa-me bem orgulhosa.	9020862	Chemboaguaraiterei.
9020868	Agasalhem-se bem para sair!	9020867	Pejaho'i porãke pesẽ hag̃ua!
9020872	Estou precisando de carinho e dinheiro.	9020870	Aikotevẽ hína kunu'ũ ha pirapire.
9020874	Meus olhos sangram quando eu vejo o que se escreve aqui.	9020873	Huguy che resa ahecha jave ojehaíva ko'ápe.
9020878	Às vezes aquilo que você mais quer não é aquilo de que você precisa.	9020876	Sapy'ánte upe reipotaitéva ndaha'éi reikotevẽva.
9020880	Agora tudo ficou ainda mais complicado.	9020879	Ijetu'uvéntema hína ko'ag̃a.
9020884	Eu já não acredito em mais nada.	9020882	Ndagueroviavéima mba'eve.
9022274	Venha e junte-se a nós, vamos comer juntos.	9022262	Ejúpy oremoirũ, jakaru oñondive.
9022276	Vai lá calar a boca deles!	9022275	Tereho emokirirĩ umívape!
9022293	Tem alguém de aniversário.	9022288	Oĩ peteĩ hi'arambotýva.
9022300	Nesta sala há alguém de aniversário.	9022299	Ko kotýpe oĩ peteĩ hi'arambotýva.
9022312	Todos cantam.	9022307	Opavave opurahéi.
9022329	Eu vou enviá-los completamente ao pátio.	9022324	Amondopaite chupekuéra korapýpe.
9022345	Ele sobe para cortar um galho.	9022340	Ojupi oikytĩ hag̃ua yvyra rakã.
9022346	Ela sobe para cortar um galho.	9022340	Ojupi oikytĩ hag̃ua yvyra rakã.
9022350	Você vai cair daí se cortar a madeira que segura o seu pé.	9022348	Re'áta upégui reikytĩrõ yvyra nde py jokoha.
9022360	Eu não sei. Eu não sou daqui.	9022358	Ndaikuaái. Chéngo ndaha'eivoi arupigua.
9022365	Você sempre atravessa por aqui.	9022364	Akóinte rehasa árupi.
9022374	Por favor, nos esclareça uma coisa.	9022370	Emyesakãmína oréve peteĩ mba'e.
9022378	Não. Aquilo é o sol.	9022377	Nahániri. Péva kuarahy.
9022384	Outro bêbado passou por ali.	9022382	Ohasa kuri upérupi ambue oka'úva.
9022386	Estão na praia.	9022385	Oĩ hína y rembe'ýpe.
9022387	Está na praia.	9022385	Oĩ hína y rembe'ýpe.
9022404	Um senhor que os observava perguntou aos dois.	9022398	Peteĩ karai omañáva hesekuéra oporandu mokõivévape.
9022407	Para que o sol entre bem na nossa casa.	9022406	Kuarahy ija porã hag̃ua ore rógape.
9025883	Um dia, chegou uma carta para sua mãe.	9025873	Peteĩ ára og̃uahẽ isýpe peteĩ kuatiañe'ẽ.
9025909	Contou para sua mãezinha.	9025897	Omombe'u kuri isymíme.
9025919	Houve uma grande alegria na casa dele.	9025917	Tuicha vy'ángo oiko kuri hógape.
9025921	Houve uma grande alegria na casa dela.	9025917	Tuicha vy'ángo oiko kuri hógape.
9025955	Teve banquete e uma grande quantidade de cachaça foi ingerida.	9025935	Oiko kuri karu guasu ha oñemboy'u guari tuichaháicha.
9025968	Eu trabalho do amanhecer até o anoitecer.	9025966	Amba'apo ko'ẽ guive pyhare peve.
9026025	Você tem muita sorte mesmo.	9025972	Ajépa ndepo'aite.
9026028	Uma senhora teve três filhos.	9026026	Peteĩ kuñakarai niko mbohapyvoi imemby.
9026030	Uma senhora teve três filhas.	9026026	Peteĩ kuñakarai niko mbohapyvoi imemby.
9026044	Desde que acorda até ir dormir, fica cantando e tocando seu violãozinho.	9026038	Opáy guive oke peve, oiko opurahéi ha ombopu imbaraka'i.
9026052	Desde que acorda até ir dormir, fica atrás da bola.	9026051	Opáy guive oke peve, oiko apu'apopo rapykuéri.
9026064	No bosque há muitos vaga-lumes que se iluminam e se apagam.	9026061	Ka'aguýpe oĩ heta muãmuã hendy ha oguéva.
9026078	Até os mosquitos nos procuram.	9026071	Ñati'ũ jepe ñandereka.
9026098	Em vez de chorar, ele ri.	9026095	Hasẽrangue, opuka.
9026099	Em vez de chorar, ela ri.	9026095	Hasẽrangue, opuka.
9026100	Em vez de rir, ele chora.	9026096	Opukarangue, hasẽ.
9026101	Em vez de rir, ela chora.	9026096	Opukarangue, hasẽ.
9026102	Em vez de chover, faz calor.	9026097	Okyrangue, haku.
9026111	Em vez de falar, ele escuta.	9026107	Oñe'ẽrangue, ohendu.
9026112	Em vez de falar, ela escuta.	9026107	Oñe'ẽrangue, ohendu.
9026114	Em vez de escutar, ele fala.	9026108	Ohendurangue, oñe'ẽ.
9026115	Em vez de escutar, ela fala.	9026108	Ohendurangue, oñe'ẽ.
9026119	A partir de amanhã irei à escola, vou estudar.	9026118	Ko'ẽrõ guive aháta mbo'ehaópe, añemoarandu.
9026123	A partir de segunda eu vou estudar.	9026121	Arakõi guive añemoarandúta.
